instances,classes,test_distribution,retraining_time,adjustment_time,opt_time
1000,10,"[0.15377088 0.04442436 0.04041371 0.10721261 0.20993203 0.04931018
 0.03888048 0.23652837 0.00484085 0.11468652]",0.29430174827575684,0.025008201599121094,0.08555293083190918
1000,10,"[0.15687407 0.06004815 0.02667404 0.19876302 0.05284961 0.07532028
 0.21177046 0.0195036  0.08440571 0.11379106]",0.2873189449310303,0.02500748634338379,0.07855391502380371
1000,10,"[0.25024083 0.02005552 0.06494819 0.01478254 0.03684098 0.00507982
 0.03450389 0.26451453 0.28308247 0.02595122]",0.28551483154296875,0.02626633644104004,0.0775597095489502
1000,10,"[0.11506078 0.02962035 0.13634781 0.05532203 0.05365389 0.00315942
 0.17051082 0.25654368 0.01757866 0.16220257]",0.2832612991333008,0.02499866485595703,0.08452153205871582
1000,10,"[0.03265716 0.036321   0.05075015 0.10016736 0.31477065 0.095401
 0.02553428 0.25161619 0.05803844 0.03474377]",0.2707936763763428,0.02552342414855957,0.07300853729248047
1000,10,"[0.14050258 0.13400773 0.15763258 0.05036029 0.09261731 0.01843833
 0.01203219 0.1290306  0.23889524 0.02648315]",0.28116416931152344,0.02500128746032715,0.0945894718170166
2000,2,[0.5029311 0.4970689],0.03951740264892578,0.0050084590911865234,0.07062149047851562
2000,2,[0.52982659 0.47017341],0.03413701057434082,0.005014896392822266,0.07016277313232422
2000,2,[0.62519295 0.37480705],0.03110671043395996,0.0050127506256103516,0.0685114860534668
2000,2,[0.5359233 0.4640767],0.03500056266784668,0.0050089359283447266,0.07155394554138184
2000,2,[0.81983616 0.18016384],0.0355072021484375,0.00500798225402832,0.061000823974609375
2000,2,[0.9098876 0.0901124],0.03568434715270996,0.004712820053100586,0.05652332305908203
2000,2,[0.79933882 0.20066118],0.03351449966430664,0.004517316818237305,0.13658642768859863
2000,2,[0.71750713 0.28249287],0.034113168716430664,0.004006147384643555,0.06554746627807617
2000,2,[0.44650456 0.55349544],0.03899741172790527,0.003996849060058594,0.0710000991821289
2000,2,[0.6383222 0.3616778],0.03570675849914551,0.003999948501586914,0.06852197647094727
2000,3,[0.10426057 0.13415319 0.76158624],0.27742958068847656,0.008000373840332031,0.07500576972961426
2000,3,[0.30508049 0.6840259  0.01089361],0.2844715118408203,0.008005380630493164,0.09053587913513184
2000,3,[0.1507735  0.06364308 0.78558342],0.28327322006225586,0.007999420166015625,0.0735177993774414
2000,3,[0.38565513 0.38079844 0.23354643],0.28194594383239746,0.008002281188964844,0.055998802185058594
2000,3,[0.1965362  0.32090524 0.48255856],0.27750587463378906,0.008001327514648438,0.04954957962036133
2000,3,[0.47017341 0.02689548 0.5029311 ],0.2817859649658203,0.007999658584594727,0.05351519584655762
2000,3,[0.37480705 0.08926966 0.5359233 ],0.27834463119506836,0.007991552352905273,0.05099987983703613
2000,3,[0.0901124  0.09005144 0.81983616],0.28020596504211426,0.007999897003173828,0.054009437561035156
2000,3,[0.20066118 0.08183168 0.71750713],0.2787601947784424,0.009000539779663086,0.05375385284423828
2000,3,[0.3616778  0.19181764 0.44650456],0.2854025363922119,0.008541584014892578,0.04899930953979492
2000,4,[0.10426057 0.13415319 0.06666673 0.69491951],0.29579615592956543,0.011998414993286133,0.060698747634887695
2000,4,[0.1507735  0.06364308 0.7746898  0.01089361],0.29451775550842285,0.012000560760498047,0.06652975082397461
2000,4,[0.1965362  0.18911893 0.38079844 0.23354643],0.29587316513061523,0.012221336364746094,0.06096673011779785
2000,4,[0.47017341 0.02689548 0.02037255 0.48255856],0.29983091354370117,0.010999202728271484,0.08154869079589844
2000,4,[0.18016384 0.1946432  0.08926966 0.5359233 ],0.3012702465057373,0.012008428573608398,0.19308781623840332
2000,4,[0.0901124  0.11054878 0.08183168 0.71750713],0.2991819381713867,0.012022733688354492,0.0891866683959961
2000,4,[0.1622928  0.19938499 0.19181764 0.44650456],0.29326319694519043,0.01202249526977539,0.0695345401763916
2000,4,[0.20786517 0.13082    0.4301216  0.23119322],0.296252965927124,0.012007713317871094,0.06455063819885254
2000,4,[0.11816281 0.47919815 0.20961662 0.19302243],0.2831556797027588,0.012008190155029297,0.07255220413208008
2000,4,[0.12319655 0.31275527 0.20729839 0.3567498 ],0.2931041717529297,0.011551618576049805,0.07099556922912598
2000,5,[0.10426057 0.13415319 0.06666673 0.6840259  0.01089361],0.31020474433898926,0.01700878143310547,0.15909194946289062
2000,5,[0.1507735  0.06364308 0.17123855 0.38079844 0.23354643],0.329479455947876,0.016007661819458008,0.09654092788696289
2000,5,[0.1965362  0.27363721 0.02689548 0.02037255 0.48255856],0.30877232551574707,0.016508817672729492,0.09055614471435547
2000,5,[0.0901124  0.09005144 0.1946432  0.08926966 0.5359233 ],0.3121001720428467,0.016008377075195312,0.07761740684509277
2000,5,[0.20066118 0.08183168 0.07918493 0.19181764 0.44650456],0.31450414657592773,0.017008304595947266,0.07755231857299805
2000,5,[0.1622928  0.04557237 0.13082    0.4301216  0.23119322],0.3190486431121826,0.016514062881469727,0.08800458908081055
2000,5,[0.11816281 0.31778901 0.16140914 0.20961662 0.19302243],0.30750226974487305,0.016999244689941406,0.15684890747070312
2000,5,[0.12319655 0.52005365 0.01207202 0.11092081 0.23375696],0.3175954818725586,0.017002582550048828,0.28757762908935547
2000,5,[0.02765813 0.61232976 0.29487394 0.0494952  0.01564297],0.32559776306152344,0.01699972152709961,0.18904709815979004
2000,5,[0.15377088 0.08483807 0.10721261 0.29812269 0.35605574],0.33412766456604004,0.017034292221069336,0.16156578063964844
2000,6,[0.10426057 0.04651293 0.08764026 0.06666673 0.6840259  0.01089361],0.3224780559539795,0.022008895874023438,0.2748830318450928
2000,6,[0.1965362  0.01788038 0.17123855 0.13178631 0.24901213 0.23354643],0.3301999568939209,0.022022485733032227,0.1150670051574707
2000,6,[0.18016384 0.1946432  0.08926966 0.00609671 0.02689548 0.5029311 ],0.3224830627441406,0.021023035049438477,0.10554170608520508
2000,6,[0.0901124  0.11054878 0.08183168 0.07918493 0.19181764 0.44650456],0.32846927642822266,0.022547006607055664,0.10654425621032715
2000,6,[0.1622928  0.04557237 0.13082    0.25867578 0.17144582 0.23119322],0.3251368999481201,0.021544218063354492,0.14554190635681152
2000,6,[0.11816281 0.00503374 0.31275527 0.20729839 0.16372737 0.19302243],0.33394789695739746,0.02200794219970703,0.16408276557922363
2000,6,[0.63998789 0.01533433 0.11092081 0.1686188  0.0494952  0.01564297],0.3202195167541504,0.02100825309753418,0.11355209350585938
2000,6,[0.02765813 0.12611275 0.08483807 0.10721261 0.29812269 0.35605574],0.3151669502258301,0.022543668746948242,0.14767765998840332
2000,6,[0.19819524 0.35755835 0.04931018 0.27540886 0.00484085 0.11468652],0.3231792449951172,0.022008419036865234,0.09406304359436035
2000,6,[0.15687407 0.33833482 0.07532028 0.21177046 0.0195036  0.19819676],0.3181488513946533,0.02200794219970703,0.16809463500976562
2000,7,"[0.10426057 0.04651293 0.06364308 0.02399718 0.06666673 0.6840259
 0.01089361]",0.34160947799682617,0.02899932861328125,0.14066338539123535
2000,7,"[0.1965362  0.18911893 0.08451828 0.02689548 0.02037255 0.24901213
 0.23354643]",0.34728574752807617,0.027997970581054688,0.14556050300598145
2000,7,"[0.0901124  0.09005144 0.02049734 0.08183168 0.09231418 0.08926966
 0.5359233 ]",0.34728169441223145,0.027998685836791992,0.13160300254821777
2000,7,"[0.1622928  0.04557237 0.13082    0.02299262 0.19181764 0.21531134
 0.23119322]",0.34398412704467773,0.02850937843322754,0.1405940055847168
2000,7,"[0.11816281 0.00503374 0.31275527 0.16140914 0.04588925 0.16372737
 0.19302243]",0.3521711826324463,0.028009414672851562,0.11304593086242676
2000,7,"[0.02765813 0.61232976 0.01533433 0.11092081 0.1686188  0.0494952
 0.01564297]",0.34567904472351074,0.028007984161376953,0.10755515098571777
2000,7,"[0.15377088 0.08483807 0.10721261 0.20993203 0.08819067 0.23652837
 0.11952737]",0.37425851821899414,0.02770209312438965,0.12353730201721191
2000,7,"[0.19819524 0.29701365 0.07532028 0.0345346  0.17723586 0.10301384
 0.11468652]",0.33426690101623535,0.027556896209716797,0.12400674819946289
2000,7,"[0.15687407 0.06004815 0.02667404 0.19876302 0.35944396 0.08440571
 0.11379106]",0.34038734436035156,0.02800154685974121,0.1980736255645752
2000,7,"[0.25024083 0.02005552 0.06494819 0.01478254 0.03684098 0.30409824
 0.30903369]",0.3502538204193115,0.02754497528076172,0.14054226875305176
2000,8,"[0.10426057 0.04651293 0.06364308 0.02399718 0.06666673 0.08057464
 0.60345125 0.01089361]",0.36739206314086914,0.034008026123046875,0.1400768756866455
2000,8,"[0.1965362  0.17827084 0.08926966 0.00609671 0.02689548 0.02037255
 0.24901213 0.23354643]",0.36420416831970215,0.03399944305419922,0.16309142112731934
2000,8,"[0.0901124  0.0721804  0.01787104 0.02049734 0.08183168 0.07918493
 0.19181764 0.44650456]",0.36531496047973633,0.03500819206237793,0.13355016708374023
2000,8,"[0.11816281 0.08970236 0.13082    0.09726664 0.16140914 0.17144582
 0.03817079 0.19302243]",0.3659970760345459,0.035002708435058594,0.1730484962463379
2000,8,"[0.12319655 0.51679134 0.00326231 0.01207202 0.11092081 0.1686188
 0.0494952  0.01564297]",0.3707106113433838,0.0330350399017334,0.15064668655395508
2000,8,"[0.02765813 0.12611275 0.08483807 0.10721261 0.20993203 0.08819067
 0.23652837 0.11952737]",0.3728220462799072,0.034003257751464844,0.1369338035583496
2000,8,"[0.15687407 0.04132117 0.29701365 0.07532028 0.0345346  0.17723586
 0.10301384 0.11468652]",0.35930943489074707,0.03458881378173828,0.21300220489501953
2000,8,"[0.21692222 0.02667404 0.14327181 0.05549121 0.24860703 0.11083693
 0.08440571 0.11379106]",0.35997605323791504,0.034546613693237305,0.15851593017578125
2000,8,"[0.25024083 0.02005552 0.06494819 0.01478254 0.0419208  0.03450389
 0.547597   0.02595122]",0.3672802448272705,0.034528255462646484,0.1500871181488037
2000,8,"[0.28102893 0.05532203 0.05365389 0.00315942 0.17051082 0.25654368
 0.01757866 0.16220257]",0.3694157600402832,0.03454256057739258,0.14155960083007812
2000,9,"[0.10426057 0.04651293 0.06364308 0.02399718 0.06666673 0.08057464
 0.38079844 0.22265281 0.01089361]",0.38165807723999023,0.04200863838195801,0.15406417846679688
2000,9,"[0.0901124  0.09005144 0.01637236 0.17827084 0.08926966 0.00609671
 0.02689548 0.02037255 0.48255856]",0.3891313076019287,0.04200124740600586,0.2111647129058838
2000,9,"[0.1622928  0.03836838 0.00720399 0.07462769 0.05619231 0.02299262
 0.19181764 0.21531134 0.23119322]",0.40131497383117676,0.04317665100097656,0.20708703994750977
2000,9,"[0.11816281 0.00503374 0.31275527 0.16140914 0.04588925 0.01207202
 0.11092081 0.04073453 0.19302243]",0.4015493392944336,0.042558908462524414,0.22510051727294922
2000,9,"[0.02765813 0.12611275 0.08483807 0.10721261 0.29416633 0.00395636
 0.29091758 0.0494952  0.01564297]",0.3853461742401123,0.042008399963378906,0.21909046173095703
2000,9,"[0.19819524 0.29701365 0.0605447  0.01477558 0.0345346  0.17723586
 0.09817299 0.00484085 0.11468652]",0.37678980827331543,0.0446162223815918,0.17699313163757324
2000,9,"[0.15687407 0.06004815 0.02667404 0.14327181 0.05549121 0.24860703
 0.11083693 0.08440571 0.11379106]",0.38227033615112305,0.051538944244384766,0.16710972785949707
2000,9,"[0.25024083 0.02005552 0.06494819 0.01478254 0.0419208  0.03450389
 0.13722332 0.41037368 0.02595122]",0.38947105407714844,0.0420074462890625,0.17210149765014648
2000,9,"[0.11506078 0.02962035 0.13634781 0.05532203 0.05365389 0.00315942
 0.42705449 0.01757866 0.16220257]",0.3817119598388672,0.0420072078704834,0.1712207794189453
2000,9,"[0.03265716 0.036321   0.05075015 0.10016736 0.31477065 0.095401
 0.02553428 0.25161619 0.09278221]",0.38925981521606445,0.042000770568847656,0.15208721160888672
2000,10,"[0.10426057 0.04651293 0.0457627  0.01788038 0.02399718 0.06666673
 0.08057464 0.38079844 0.22265281 0.01089361]",0.39913201332092285,0.04899859428405762,0.2565498352050781
2000,10,"[0.0901124  0.09005144 0.02049734 0.08183168 0.09231418 0.08926966
 0.00609671 0.02689548 0.02037255 0.48255856]",0.3958241939544678,0.04900193214416504,0.21316981315612793
2000,10,"[0.11816281 0.04413    0.04557237 0.13082    0.02299262 0.19181764
 0.04386552 0.17144582 0.03817079 0.19302243]",0.38861823081970215,0.04900240898132324,0.19937586784362793
2000,10,"[0.02765813 0.09553842 0.31275527 0.20403608 0.00326231 0.01207202
 0.11092081 0.1686188  0.0494952  0.01564297]",0.4017329216003418,0.05054783821105957,0.17310261726379395
2000,10,"[0.15377088 0.04442436 0.04041371 0.10721261 0.20993203 0.04931018
 0.03888048 0.23652837 0.00484085 0.11468652]",0.39624857902526855,0.05002307891845703,0.2286219596862793
2000,10,"[0.15687407 0.06004815 0.02667404 0.19876302 0.05284961 0.07532028
 0.21177046 0.0195036  0.08440571 0.11379106]",0.4036834239959717,0.050009727478027344,0.1890861988067627
2000,10,"[0.25024083 0.02005552 0.06494819 0.01478254 0.03684098 0.00507982
 0.03450389 0.26451453 0.28308247 0.02595122]",0.4035067558288574,0.05000782012939453,0.26871395111083984
2000,10,"[0.11506078 0.02962035 0.13634781 0.05532203 0.05365389 0.00315942
 0.17051082 0.25654368 0.01757866 0.16220257]",0.39527273178100586,0.050023794174194336,0.2496321201324463
2000,10,"[0.03265716 0.036321   0.05075015 0.10016736 0.31477065 0.095401
 0.02553428 0.25161619 0.05803844 0.03474377]",0.39505457878112793,0.049551963806152344,0.18054986000061035
2000,10,"[0.14050258 0.13400773 0.15763258 0.05036029 0.09261731 0.01843833
 0.01203219 0.1290306  0.23889524 0.02648315]",0.38996005058288574,0.04952383041381836,0.19008255004882812
3000,2,[0.5029311 0.4970689],0.04503154754638672,0.00700831413269043,0.1085515022277832
3000,2,[0.52982659 0.47017341],0.04400014877319336,0.007007598876953125,0.10755062103271484
3000,2,[0.62519295 0.37480705],0.04470348358154297,0.007009267807006836,0.10251808166503906
3000,2,[0.5359233 0.4640767],0.043425559997558594,0.0068073272705078125,0.10652279853820801
3000,2,[0.81983616 0.18016384],0.037714242935180664,0.00748443603515625,0.08954310417175293
3000,2,[0.9098876 0.0901124],0.033643484115600586,0.00730443000793457,0.08168935775756836
3000,2,[0.79933882 0.20066118],0.03200483322143555,0.008007287979125977,0.09055209159851074
3000,2,[0.71750713 0.28249287],0.037905216217041016,0.007007122039794922,0.09852790832519531
3000,2,[0.44650456 0.55349544],0.048270225524902344,0.007013559341430664,0.10551333427429199
3000,2,[0.6383222 0.3616778],0.03500032424926758,0.007008075714111328,0.10355138778686523
3000,3,[0.10426057 0.13415319 0.76158624],0.3332662582397461,0.012999534606933594,0.33819055557250977
3000,3,[0.30508049 0.6840259  0.01089361],0.3361470699310303,0.012534856796264648,0.08201432228088379
3000,3,[0.1507735  0.06364308 0.78558342],0.3305351734161377,0.013022661209106445,0.26561713218688965
3000,3,[0.38565513 0.38079844 0.23354643],0.33110809326171875,0.012007951736450195,0.12656283378601074
3000,3,[0.1965362  0.32090524 0.48255856],0.3352339267730713,0.012534141540527344,0.0955355167388916
3000,3,[0.47017341 0.02689548 0.5029311 ],0.33272671699523926,0.012077808380126953,0.18215298652648926
3000,3,[0.37480705 0.08926966 0.5359233 ],0.3334794044494629,0.01199960708618164,0.18914365768432617
3000,3,[0.0901124  0.09005144 0.81983616],0.34213924407958984,0.011998414993286133,0.08941221237182617
3000,3,[0.20066118 0.08183168 0.71750713],0.3338003158569336,0.012012481689453125,0.24506425857543945
3000,3,[0.3616778  0.19181764 0.44650456],0.3430180549621582,0.012005090713500977,0.09353852272033691
3000,4,[0.10426057 0.13415319 0.06666673 0.69491951],0.35543298721313477,0.01800704002380371,0.13955330848693848
3000,4,[0.1507735  0.06364308 0.7746898  0.01089361],0.35649538040161133,0.018542051315307617,0.34862494468688965
3000,4,[0.1965362  0.18911893 0.38079844 0.23354643],0.35932445526123047,0.018021821975708008,0.12908029556274414
3000,4,[0.47017341 0.02689548 0.02037255 0.48255856],0.35518622398376465,0.017000198364257812,0.14702868461608887
3000,4,[0.18016384 0.1946432  0.08926966 0.5359233 ],0.34611034393310547,0.0175473690032959,0.4732480049133301
